Number	Name	Desig	Family	CS	Class	DiamS	DiamF	Diam	HS	HBand	H	GS	G	AlbS	AlbF	Albedo	PF	Period	PerDesc	AmpF	AmpMin	AmpMax	U	Pole	BIN	Notes
0	2011 CG2	2011 CG2	NEA	A	S	C		0.156	M		21.4	M	0.15	A		0.20		10.813				1.34	3	0		
0	2011 CY46	2011 CY46	NEA	A	S	C		0.311	M		19.9	M	0.15	A		0.20		5.567				0.61	3	0		
0	2011 ED78	2011 ED78	NEA	A	S	C		0.621	M		18.4	M	0.15	A		0.20		4.976				0.34	3	0		
0	2011 GM62	2011 GM62	NEA	A	S	C		0.082	M		22.8	M	0.15	A		0.20	>	8.		>		0.9	2	0		
0	2011 HP	2011 HP	NEA	A	S	C		0.247	L		21.76	L	-0.121	A		0.057		3.9398			0.24	0.54	3	0		
0	2011 JR13	2011 JR13	NEA	A	S	C		0.374	M		19.5	M	0.15	A		0.20		3.96			0.37	0.38	3-	0		
0	2011 KE	2011 KE	NEA	A	S	C		0.326	M		19.8	M	0.15	A		0.20		8.2			0.38	0.50	2	0		
0	2011 OQ5	2011 OQ5	NEA	A	S	C		0.374	M		19.5	M	0.15	A		0.20		5.93				0.21	3-	0		
0	2011 QO3	2011 QO3	TR-J	A	C	C		15.33	M		12.8	M	0.15	A		0.057		5.67				0.34	2	0		
0	2011 UA	2011 UA	NEA	A	S	C		0.566	M		18.6	M	0.15	A		0.20		0.316391				0.13	3-	0		
0	2011 UA139	2011 UA139	EOS	A	S	C		1.78	M		16.5	M	0.15	A		0.14		12.06				0.61	2	0		
0	2011 WJ94	2011 WJ94	MB-O	A	C	C		1.40	M		18.0	M	0.15	A		0.057		3.22				0.24	2	0		
0	2011 WK15	2011 WK15	NEA	A	S	C		0.341	M		19.7	M	0.15	A		0.20		3.541			0.21	0.37	3	0		
0	2011 WN15	2011 WN15	NEA	A	S	C		0.357	M		19.6	M	0.15	A		0.20		1.948				0.15	2+	0		
0	2011 XA3	2011 XA3	NEA	A	S	C		0.247	M		20.4	M	0.15	A		0.20		0.730				0.68	3-	0		
0	2011 YS62	2011 YS62	NEA	A	S	C		0.341	M		19.7	M	0.15	A		0.20		17.53				0.42	3	0		
0	2012 AA11	2012 AA11	NEA	A	S	C		0.284	M		20.1	M	0.15	A		0.20		14.19				0.72	2+	0		T-
0	2012 BF86	2012 BF86	NEA	A	S	C		0.090	M		22.6	M	0.15	A		0.20		0.0491				0.34	2	0		
0	2012 BX34	2012 BX34	NEA	A	S	C		0.009	M		27.6	M	0.15	A		0.20		1.80828				0.20	3	0		
0	2012 DO	2012 DO	NEA	A	S	C		0.259	M		20.3	M	0.15	A		0.20		38.7				0.24	2	0		T0
0	2012 EG5	2012 EG5	NEA	A	S	C		0.041	M		24.3	M	0.15	A		0.20		0.29240			0.34	0.40	3	0		
0	2012 KP24	2012 KP24	NEA	L	C	L		0.020	L		26.61	M	0.15	L		0.10		0.041667			0.66	1.0	3	0		
0	2012 KT42	2012 KT42	NEA	A	S	L		0.006	L		28.79	M	0.15	L		0.15		0.06057			0.38	0.60	3	0		
0	2012 LZ1	2012 LZ1	NEA	A	S	D		0.803	M		19.9	M	0.15	L		0.03		12.87			0.15	0.27	2+	0		T0
0	2012 NP	2012 NP	NEA	A	S	C		0.163	M		21.3	M	0.15	A		0.20		19.64				0.39	2	0		
0	2012 SJ49	2012 SJ49	MB-I	A	S	C		0.621	M		18.4	M	0.15	A		0.20		6.74				0.71	2	0		
0	2012 TD305	2012 TD305	MB-O	A	C	C		2.69	T		16.58	L	0.15	A		0.057		8.89				0.49	2	0		
0	2012 TK245	2012 TK245	MB-O	A	C	C		1.87	T		17.37	L	0.15	A		0.057		2.42				0.99	2	0		
0	2012 TV	2012 TV	NEA	A	S	C		0.027	M		25.2	M	0.15	A		0.20		0.0525				0.48	3-	0		
0	2012 UX136	2012 UX136	NEA	A	S	C		0.023	M		25.6	M	0.15	A		0.20		0.03811				0.85	2-	0		
0	2012 VM91	2012 VM91	MB-I	A	S	C		0.681	M		18.2	M	0.15	A		0.20		3.96				0.32	2	0		
0	2012 XH44	2012 XH44	MB-M	A	SC	C		1.46	M		17.3	M	0.15	A		0.10		3.57				0.27	2	0		
0	2012 XO134	2012 XO134	NEA	A	S	C		0.042	L		24.26	L	0.15	A		0.20		0.0272308				0.38	2+	0		
0	2013 AV60	2013 AV60	NEA	A	S	C		0.541	M		18.7	M	0.15	A		0.20		3.2				0.22	2-	0		
0	2013 AY27	2013 AY27	MB-M	A	S	C		1.67	M		17.0	M	0.15	A		0.10		2.47				0.79	2	0		
0	2013 AZ60	2013 AZ60	TNO	A	C	C		36.60	M		10.3	M	0.15	A		0.10		9.39				0.05	2	0		
0	2013 BO76	2013 BO76	NEA	A	S	C		0.247	M		20.4	M	0.15	A		0.20		5.03				0.26	2	0		
0	2013 CR35	2013 CR35	NEA	A	S	C		0.094	L		22.49	L	0.24	A		0.20		4.059				0.12	3-	0		
0	2013 GK130	2013 GK130	MB-O	A	C	C		4.63	M		15.4	M	0.15	A		0.057		6.67				1.07	2	0		
0	2013 NJ	2013 NJ	NEA	A	S	C		0.104	L		22.27	L	0.30	A		0.20		250			0.07	0.43	2	0		
0	2013 OM9	2013 OM9	NEA	A	S	C		0.650	M		18.3	M	0.15	A		0.20		12.60				0.17	2	0		
0	2013 PD21	2013 PD21	NEA	A	S	C		0.392	M		19.4	M	0.15	A		0.20		4.82				0.14	2	0		
0	2013 PJ10	2013 PJ10	NEA	A	S	C		0.036	M		24.6	M	0.15	A		0.20		0.724			0.60	0.74	3	0		
0	2013 QR1	2013 QR1	NEA	A	S	C		0.142	M		21.6	M	0.15	A		0.20		0.094				0.55	3-	0		
0	2013 QU69	2013 QU69	MB-O	A	C	C		3.02	T		16.33	L	0.15	A		0.057		8.89				0.70	2-	0		
0	2013 SB21	2013 SB21	NEA	A	S	C		0.012	M		27.0	M	0.15	A		0.20		0.0584				0.83	2	0		
0	2013 SR	2013 SR	NEA	A	S	C		0.045	M		24.1	M	0.15	A		0.20		0.1305				1.00	2+	0		
0	2013 SW24	2013 SW24	NEA	A	S	C		0.188	M		21.0	M	0.15	A		0.20		7.09				0.18	3-	0		
0	2013 TB80	2013 TB80	NEA	A	S	C		0.940	M		17.5	M	0.15	A		0.20		2.632				0.10	2-	0		
0	2013 TG6	2013 TG6	NEA	A	S	C		0.014	M		26.6	M	0.15	A		0.20		0.0631				0.18	3	0		
0	2013 TL	2013 TL	NEA	A	S	C		0.108	M		22.2	M	0.15	A		0.20		0.7942				0.56	2+	0		
0	2013 UC18	2013 UC18	TNO	A	C	C		91.94	M		8.3	M	0.15	A		0.10		15.68				0.42	2	0		
0	2013 UG1	2013 UG1	NEA	A	S	C		0.094	M		22.5	M	0.15	A		0.20		0.155580				0.70	3	0		
0	2013 UH5	2013 UH5	NEA	A	S	C		0.045	M		24.1	M	0.15	A		0.20		2.69				0.18	2-	0		
0	2013 UH9	2013 UH9	NEA	A	S	C		0.593	M		18.5	M	0.15	A		0.20		16.3				0.80	2-	0		
0	2013 UN15	2013 UN15	TNO	A	C	C		145.72	M		7.3	M	0.15	A		0.10		20.3				0.50	2	0		
0	2013 UP15	2013 UP15	TNO	A	C	C		132.90	M		7.5	M	0.15	A		0.10		16.01				0.27	2	0		
0	2013 VA10	2013 VA10	NEA	A	S	C		0.108	M		22.2	M	0.15	A		0.20		6.23				0.15	2	0		
0	2013 WA44	2013 WA44	NEA	A	S	C		0.054	M		23.7	M	0.15	A		0.20		0.35				0.23	2+	0		
0	2013 WF108	2013 WF108	NEA	A	S	C		0.259	M		20.3	M	0.15	A		0.20		7.37				0.21	2	0		
0	2013 WS43	2013 WS43	NEA	A	S	C		0.086	M		22.7	M	0.15	A		0.20		0.0988				0.39	2	0		
0	2013 XF22	2013 XF22	NEA	A	S	C		0.450	M		19.1	M	0.15	A		0.20		7.63				0.29	2+	0		
0	2013 YH76	2013 YH76	MB-O	A	C	C		2.56	T		16.69	L	0.15	A		0.057		3.29				0.41	2	0		
0	2013 YK148	2013 YK148	NEA	A	S	C		0.516	M		18.8	M	0.15	A		0.20		16.3				0.30	2-	0		
0	2013 YU115	2013 YU115	MB-I	A	S	C		0.414	T		19.28	L	0.15	A		0.20		3.57				0.73	2	0		
0	2013 YV14	2013 YV14	H	A	E	C		0.349	T		19.21	L	0.15	A		0.3		6.53				0.81	2	0		
0	2013 YZ37	2013 YZ37	NEA	A	S	C		0.326	M		19.8	M	0.15	A		0.20		8.87				0.18	2	0		
0	2013 YZ48	2013 YZ48	PHO	A	S	C		0.712	T		17.95	L	0.15	A		0.23		4.75				0.58	2	0		
0	2014 AA26	2014 AA26	FLOR	A	S	C		0.567	M		18.4	M	0.15	A		0.24		8.33				0.67	2	0		
0	2014 AD17	2014 AD17	NEA	A	S	C		0.259	L		20.30	L	0.24	A		0.20		8.48			0.16	0.22	2	0		T-
0	2014 AO5	2014 AO5	MB-I	A	S	C		0.736	T		18.03	L	0.15	A		0.20		5.33				0.84	2	0		
0	2014 BB47	2014 BB47	FLOR	A	S	C		0.536	T		18.52	L	0.15	A		0.24		7.74				0.81	2	0		
0	2014 BR8	2014 BR8	NEA	A	S	C		0.136	M		21.7	M	0.15	A		0.20		13.85				0.80	2+	0		T0
0	2014 CG13	2014 CG13	NEA	A	S	C		0.098	M		22.4	M	0.15	A		0.20		24.5				0.85	2	0		
0	2014 CR	2014 CR	NEA	A	S	C		0.094	M		22.5	M	0.15	A		0.20		6.35			0.64	0.65	3-	0		
0	2014 DC1	2014 DC1	MB-M	A	S	C		1.29	T		17.56	L	0.15	A		0.10		4.03				0.41	2	0		
0	2014 DH10	2014 DH10	NEA	A	S	C		0.021	M		25.8	M	0.15	A		0.20		0.2662				0.74	3	0		
0	2014 DO1	2014 DO1	MB-O	A	C	C		1.36	T		18.06	L	0.15	A		0.057		5.27				0.88	2	0		
0	2014 DP10	2014 DP10	MB-I	A	S	C		1.11	T		17.14	L	0.15	A		0.20		6.81				0.70	2	0		
0	2014 DV10	2014 DV10	H	A	E	C		0.509	T		18.39	L	0.15	A		0.3		5.33				0.54	2	0		
0	2014 EL45	2014 EL45	NEA	A	S	C		0.311	M		19.9	M	0.15	A		0.20		5.490				0.51	3	0		
0	2014 EM	2014 EM	NEA	A	S	C		0.025	M		25.4	M	0.15	A		0.20		2.963				0.46	3-	0		
0	2014 EZ48	2014 EZ48	NEA	A	S	C		0.516	M		18.8	M	0.15	A		0.20		5.96				0.53	3-	0		
0	2014 FF	2014 FF	NEA	A	S	C		0.043	M		24.2	M	0.15	A		0.20		0.1032				0.49	2+	0		
0	2014 FH33	2014 FH33	NEA	A	S	C		0.410	M		19.3	M	0.15	A		0.20		6.73				0.35	2	0		
0	2014 FP47	2014 FP47	NEA	A	S	C		0.103	M		22.3	M	0.15	A		0.20		0.44				0.17	3-	0		
0	2014 FR52	2014 FR52	NEA	A	S	C		0.049	M		23.9	M	0.15	A		0.20		0.0149				0.37	2	0		
0	2014 GN1	2014 GN1	NEA	A	S	C		0.076	T		24.1	M	0.15	L		0.07		0.2758				0.90	2+	0		
0	2014 GQ17	2014 GQ17	NEA	A	S	C		0.011	M		27.1	M	0.15	A		0.20		0.0217				0.08	2-	0		
0	2014 HB177	2014 HB177	NEA	A	S	C		0.007	M		28.1	M	0.15	A		0.20		0.0239				1.05	2	0		
0	2014 HE177	2014 HE177	NEA	A	S	C		0.021	M		25.8	M	0.15	A		0.20		0.0897				0.25	2-	0		
0	2014 HM2	2014 HM2	NEA	A	S	C		0.130	M		21.8	M	0.15	A		0.20		13.65				0.40	2	0		
0	2014 HN178	2014 HN178	NEA	A	S	C		0.059	M		23.5	M	0.15	A		0.20		0.0367				0.95	2+	0		
0	2014 HW	2014 HW	NEA	A	S	C		0.006	M		28.4	M	0.15	A		0.20		0.0641				1.16	2	0		
0	2014 JD	2014 JD	NEA	A	S	C		0.016	M		26.3	M	0.15	A		0.20		0.0714				0.18	2-	0		
0	2014 JJ55	2014 JJ55	NEA	A	S	C		0.026	M		25.3	M	0.15	A		0.20		0.915				1.06	3-	0		
0	2014 JL80	2014 JL80	TNO	A	C	C		139.16	M		7.4	M	0.15	A		0.10		34.87				0.55	2	0		
0	2014 JO25	2014 JO25	NEA	A	S	C		0.818	M		17.8	M	0.15	A		0.20		4.531			0.14	0.64	2	0		
0	2014 JO80	2014 JO80	TNO	A	C	C		115.75	M		7.8	M	0.15	A		0.10		6.32				0.60	3-	0		
0	2014 JQ77	2014 JQ77	MB-O	A	C	C		2.22	M		17.0	M	0.15	A		0.057		7.52				0.80	2	0		
0	2014 KA91	2014 KA91	NEA	A	S	C		0.024	M		25.5	M	0.15	A		0.20		0.120				0.42	2	0		
0	2014 KH39	2014 KH39	NEA	A	S	C		0.017	M		26.2	M	0.15	A		0.20		0.0440				2.79	2	0		
0	2014 KQ84	2014 KQ84	NEA	A	S	C		0.014	M		26.7	M	0.15	A		0.20		0.0938				0.37	2+	0		
0	2014 NE63	2014 NE63	NEA	A	S	C		0.130	M		21.8	M	0.15	A		0.20		4.11				0.20	2	0		
0	2014 NL52	2014 NL52	NEA	A	S	C		0.057	M		23.6	M	0.15	A		0.20		0.0743				0.51	3	0		
0	2014 OV3	2014 OV3	NEA	A	S	C		0.068	M		23.2	M	0.15	A		0.20		0.3491				0.53	2+	0		
0	2014 OX299	2014 OX299	NEA	A	S	C		0.374	M		19.5	M	0.15	A		0.20		40.5				0.37	2-	0		
0	2014 OZ337	2014 OZ337	NEA	A	S	C		0.094	M		22.5	M	0.15	A		0.20		85.				0.43	2-	0		
0	2014 QK434	2014 QK434	NEA	A	S	C		0.450	M		19.1	M	0.15	A		0.20		78.4				0.60	2+	0		T0
0	2014 QO33	2014 QO33	NEA	A	S	C		0.142	M		21.6	M	0.15	A		0.20		8.53				0.17	2	0		
0	2014 RL12	2014 RL12	NEA	A	S	C		0.782	M		17.9	M	0.15	A		0.20		5.206				0.08	2	0		
0	2014 RQ17	2014 RQ17	NEA	A	S	C		0.103	M		22.3	M	0.15	A		0.20		0.5216				0.99	3	0		
0	2014 SM143	2014 SM143	NEA	A	S	C		0.259	M		20.3	M	0.15	A		0.20		2.910				0.09	2-	0		
0	2014 SQ261	2014 SQ261	MC	A	S	C		0.541	M		18.7	M	0.15	A		0.20		9.256				0.57	3-	0		
0	2014 SS1	2014 SS1	NEA	A	S	C		0.136	M		21.7	M	0.15	A		0.20		16.63				0.43	3-	0		
0	2014 SX261	2014 SX261	NEA	A	S	C		0.094	M		22.5	M	0.15	A		0.20		2.804				0.33	3	0		
0	2014 SZ303	2014 SZ303	NEA	A	S	C		0.681	M		18.2	M	0.15	A		0.20		5.8559				0.31	3	0		
0	2014 TF2	2014 TF2	MB-I	A	S	C		0.653	T		18.29	L	0.15	A		0.20		3.25				0.31	2	0		
0	2014 TL17	2014 TL17	NEA	A	S	C		0.078	M		22.9	M	0.15	A		0.20		39.				0.53	2-	0		T0
0	2014 TM34	2014 TM34	NEA	A	S	C		0.030	M		25.0	M	0.15	A		0.20		0.0249				0.17	2	0		
0	2014 TO9	2014 TO9	V	A	S	C		0.569	T		18.59	L	0.15	A		0.20		9.80				1.07	2	0		
0	2014 TP57	2014 TP57	NEA	A	S	C		0.017	M		26.2	M	0.15	A		0.20		0.0137				0.16	2-	0		
0	2014 TX27	2014 TX27	MB-M	A	SC	C		0.850	T		18.47	L	0.15	A		0.10		5.25				0.79	2	0		
0	2014 TX57	2014 TX57	NEA	A	S	C		0.169	L		21.22	L	0.24	A		0.20		5.421			0.12	0.16	3-	0		
0	2014 UD57	2014 UD57	NEA	A	S	C		0.021	M		25.8	M	0.15	A		0.20		0.0959				0.90	3-	0		
0	2014 UF206	2014 UF206	NEA	A	S	C		0.516	M		18.8	M	0.15	A		0.20		6.83				0.20	3	0		
0	2014 UM5	2014 UM5	MB-O	A	C	C		1.52	T		17.82	L	0.15	A		0.057		5.45				1.13	2	0		
0	2014 UN114	2014 UN114	NEA	A	S	C		0.032	T		24.82	L	0.24	A		0.20		18				0.20	2-	0		
0	2014 UR	2014 UR	NEA	A	S	C		0.014	M		26.6	M	0.15	A		0.20		0.2300				0.13	2	0		
0	2014 UR116	2014 UR116	NEA	A	S	C		0.315	L		19.87	L	0.23	A		0.20		17.751				0.42	3	0		
0	2014 UV210	2014 UV210	NEA	A	S	C		0.012	M		26.9	M	0.15	A		0.20		0.5559				0.91	3-	0		
0	2014 UX7	2014 UX7	NEA	A	S	C		0.023	M		25.6	M	0.15	A		0.20		0.0366				0.40	2	0		
0	2014 UY	2014 UY	NEA	A	S	C		0.025	M		25.4	M	0.15	A		0.20		0.0658				0.87	3-	0		
0	2014 VG2	2014 VG2	NEA	A	S	C		0.086	M		22.7	M	0.15	A		0.20		0.0385				0.08	2+	0		
0	2014 VH2	2014 VH2	NEA	A	S	C		0.142	M		21.6	M	0.15	A		0.20		38.9				0.31	2	0		T0
0	2014 VM	2014 VM	NEA	A	S	C		0.857	M		17.7	M	0.15	A		0.20		10.86				0.13	2	0		
0	2014 VQ	2014 VQ	NEA	A	S	C		0.267	L		20.23	L	0.24	A		0.20		0.116030			0.49	0.62	3	0		
0	2014 WA366	2014 WA366	NEA	A	S	C		0.012	M		26.9	M	0.15	A		0.20	>	0.5		>		0.5	2	0		
0	2014 WB366	2014 WB366	NEA	A	S	C		0.033	M		24.8	M	0.15	A		0.20		0.0238				0.46	2+	0		
0	2014 WC201	2014 WC201	NEA	A	S	C		0.017	M		26.2	M	0.15	A		0.20		0.95				0.38	2	0		
0	2014 WF201	2014 WF201	NEA	A	S	C		0.023	M		25.6	M	0.15	A		0.20		0.4743			0.46	0.56	2	0		
0	2014 WP365	2014 WP365	NEA	A	S	C		0.259	M		20.3	M	0.15	A		0.20		23.4				0.45	2-	0		
0	2014 WR6	2014 WR6	NEA	A	S	C		0.026	M		25.3	M	0.15	A		0.20		0.1417				0.67	3	0		
0	2014 WU200	2014 WU200	NEA	A	S	C		0.004	M		29.1	M	0.15	A		0.20		0.0179				0.35	2-	0		
0	2014 WW480	2014 WW480	MB-M	A	SC	C		0.967	T		18.19	L	0.15	A		0.10		3.92				0.69	2	0		
0	2014 YC15	2014 YC15	NEA	A	S	C		0.566	M		18.6	M	0.15	A		0.20		5.766			0.94	0.98	3	0		
0	2014 YD	2014 YD	NEA	A	S	C		0.041	M		24.3	M	0.15	A		0.20		2.12				0.20	2+	0		
0	2014 YT34	2014 YT34	NEA	A	S	C		0.034	M		24.7	M	0.15	A		0.20		0.1806				0.45	3-	0		
0	2014 YV34	2014 YV34	NEA	A	S	C		0.374	M		19.5	M	0.15	A		0.20		4.35				0.09	2	0		
0	2015 AK45	2015 AK45	NEA	A	S	C		0.016	M		26.4	M	0.15	A		0.20		0.0258				0.24	2	0		
0	2015 AM111	2015 AM111	EUN	A	S	C		0.671	T		18.18	L	0.15	A		0.21		5.27				1.13	2+	0		
0	2015 AP107	2015 AP107	MB-O	A	C	C		1.41	T		17.98	L	0.15	A		0.057		6.81				0.97	2	0		
0	2015 AZ43	2015 AZ43	NEA	A	S	C		0.059	M		23.5	M	0.15	A		0.20		0.59992				0.58	3	0		
0	2015 BD20	2015 BD20	MB-O	A	C	C		2.84	T		16.46	L	0.15	A		0.057		9.41				0.93	2	0		
0	2015 BF511	2015 BF511	NEA	A	S	C		0.033	M		24.8	M	0.15	A		0.20		0.5760				0.52	3	0		
0	2015 BG92	2015 BG92	NEA	A	S	C		0.028	M		25.1	M	0.15	A		0.20		0.1790				0.36	3-	0		
0	2015 BK	2015 BK	NEA	A	S	C		0.148	L		21.52	L	0.24	A		0.20		1.2833				0.09	2	0		
0	2015 BM510	2015 BM510	NEA	A	S	C		0.028	M		25.1	M	0.15	A		0.20		0.806				0.39	2	0		
0	2015 BO510	2015 BO510	NEA	A	S	C		0.341	M		19.7	M	0.15	A		0.20		3.06				0.28	2+	0		
0	2015 BR2	2015 BR2	MB-O	A	C	C		2.20	T		17.02	L	0.15	A		0.057		6.81				1.20	2+	0		
0	2015 BR60	2015 BR60	MB-O	A	C	C		3.50	T		16.01	L	0.15	A		0.057		3.21				0.74	3	0		
0	2015 BS509	2015 BS509	NEA	A	S	C		0.271	M		20.2	M	0.15	A		0.20		29.7				0.15	2-	0		
0	2015 BW92	2015 BW92	NEA	A	S	C		0.516	M		18.8	M	0.15	A		0.20		26.80				0.75	2+	0		T-
0	2015 CA1	2015 CA1	NEA	A	S	C		0.225	M		20.6	M	0.15	A		0.20		2.949				0.49	3-	0		
0	2015 CB1	2015 CB1	NEA	A	S	C		0.024	M		25.5	M	0.15	A		0.20		0.0589				0.36	2	0		
0	2015 CD1	2015 CD1	NEA	A	S	C		0.007	M		28.2	M	0.15	A		0.20		0.167				0.28	2-	0		
0	2015 CM	2015 CM	NEA	A	S	C		0.018	M		26.1	M	0.15	A		0.20		0.0268				0.53	3-	0		
0	2015 CN13	2015 CN13	NEA	A	S	C		0.065	M		23.3	M	0.15	A		0.20		22.7				0.60	2	0		
0	2015 CS	2015 CS	NEA	A	S	C		0.016	M		26.4	M	0.15	A		0.20		0.2433				0.79	3	0		
0	2015 CW12	2015 CW12	NEA	A	S	C		0.075	M		23.0	M	0.15	A		0.20		2.01				0.20	2	0		
0	2015 CX12	2015 CX12	NEA	A	S	C		0.297	M		20.0	M	0.15	A		0.20		12.20				0.67	2	0		
0	2015 DP155	2015 DP155	NEA	A	S	C		0.149	M		21.5	M	0.15	A		0.20		3.097			0.93	1.0	3	0		
0	2015 DS	2015 DS	NEA	A	S	C		0.031	M		24.9	M	0.15	A		0.20		1.0				0.54	2	0		
0	2015 DT	2015 DT	NEA	A	S	C		0.067	L		23.24	L	0.24	A		0.20		1.5621			0.20	0.30	3	0		
0	2015 DU	2015 DU	NEA	A	S	C		0.016	L		26.37	L	0.24	A		0.20		0.076				0.05	2-	0		
0	2015 DZ198	2015 DZ198	NEA	A	S	C		0.036	M		24.6	M	0.15	A		0.20		4.72				0.39	2-	0		
0	2015 EG	2015 EG	NEA	A	S	C		0.023	M		25.6	M	0.15	A		0.20		1.29				0.29	2	0		
0	2015 EK	2015 EK	NEA	A	S	C		0.016	M		26.3	M	0.15	A		0.20		0.0737				0.17	3-	0		
0	2015 EO	2015 EO	NEA	A	S	C		0.013	M		26.8	M	0.15	A		0.20		0.073				0.39	3-	0		
0	2015 FG36	2015 FG36	NEA	A	S	C		0.054	M		23.7	M	0.15	A		0.20		2.32				0.59	2	0		
0	2015 FH358	2015 FH358	MB-I	A	S	C		0.621	M		18.4	M	0.15	A		0.20		2.68				0.29	2	0		
0	2015 FL	2015 FL	NEA	A	S	C		0.196	M		20.9	M	0.15	A		0.20		28.43				0.62	3-	0		
0	2015 FO124	2015 FO124	NEA	A	S	C		0.163	M		21.3	M	0.15	A		0.20		5.997				1.54	2	0		
0	2015 FP	2015 FP	NEA	A	S	C		0.027	M		25.2	M	0.15	A		0.20		0.1872				0.53	2+	0		
0	2015 FS332	2015 FS332	NEA	A	S	C		0.621	M		18.4	M	0.15	A		0.20		2.406			0.55	0.84	3	0		
0	2015 FV44	2015 FV44	MB-I	A	S	C		0.782	M		17.9	M	0.15	A		0.20		5.29				0.80	2	0		
0	2015 GC14	2015 GC14	NEA	A	S	C		0.033	M		24.8	M	0.15	A		0.20	>	0.5		>		0.3	2-	0		
0	2015 HA1	2015 HA1	NEA	A	S	C		0.171	M		21.2	M	0.15	A		0.20		47.2				0.39	2-	0		
0	2015 HE176	2015 HE176	MB-M	A	SC	C		1.67	M		17.0	M	0.15	A		0.10		18.18				0.90	2	0		
0	2015 HJ62	2015 HJ62	FLOR	A	S	C		0.567	M		18.4	M	0.15	A		0.24		5.12				0.72	2	0		
0	2015 HM10	2015 HM10	NEA	A	S	C		0.057	M		23.6	M	0.15	A		0.20		0.3761			1.29	1.50	3	0		
0	2015 HR1	2015 HR1	NEA	A	S	C		0.041	M		24.3	M	0.15	A		0.20		0.0467				0.60	2+	0		
0	2015 HS11	2015 HS11	NEA	A	S	C		0.011	M		27.1	M	0.15	A		0.20		0.0193				0.37	2	0		
0	2015 HV11	2015 HV11	NEA	A	S	C		0.045	M		24.1	M	0.15	A		0.20		0.3102				0.20	2-	0		
0	2015 JD	2015 JD	NEA	A	S	C		0.024	M		25.5	M	0.15	A		0.20		0.0339				0.07	2	0		
0	2015 JF	2015 JF	NEA	A	S	C		0.016	M		26.3	M	0.15	A		0.20		0.1897				0.33	2+	0		
0	2015 KE	2015 KE	NEA	A	S	C		0.017	M		26.2	M	0.15	A		0.20		0.0562				0.17	2-	0		
0	2015 KM120	2015 KM120	NEA	A	S	C		0.034	M		24.7	M	0.15	A		0.20		0.0296				0.19	2	0		
0	2015 KO122	2015 KO122	NEA	A	S	C		0.012	M		27.0	M	0.15	A		0.20		0.0648				0.17	2	0		
0	2015 KQ120	2015 KQ120	NEA	A	S	C		0.014	M		26.7	M	0.15	A		0.20		0.0898				0.98	2	0		
0	2015 KQ154	2015 KQ154	NEA	A	S	C		0.516	M		18.8	M	0.15	A		0.20		6.97			0.37	0.38	2	0		
0	2015 KU121	2015 KU121	NEA	A	S	C		0.078	M		22.9	M	0.15	A		0.20		6.807				0.69	3	0		
0	2015 KW120	2015 KW120	NEA	A	S	C		0.019	M		26.0	M	0.15	A		0.20		0.1355				0.24	2+	0		
0	2015 LJ	2015 LJ	NEA	A	S	C		0.034	M		24.7	M	0.15	A		0.20		0.1875				0.45	2	0		
0	2015 LQ21	2015 LQ21	NEA	A	S	C		0.037	M		24.5	M	0.15	A		0.20		0.69				0.24	2	0		
0	2015 MX103	2015 MX103	NEA	A	S	C		0.039	M		24.4	M	0.15	A		0.20		0.7865				0.20	2	0		
0	2015 NA14	2015 NA14	NEA	A	S	C		0.118	M		22.0	M	0.15	A		0.20		6.91				0.63	3-	0		
0	2015 NK13	2015 NK13	NEA	A	S	C		0.188	M		21.0	M	0.15	A		0.20		5.11				0.51	2	0		
0	2015 NS13	2015 NS13	NEA	A	S	C		0.284	M		20.1	M	0.15	A		0.20		17.42				0.60	2	0		
0	2015 OL35	2015 OL35	NEA	A	S	C		0.746	M		18.0	M	0.15	A		0.20		5.349				0.21	2	0		
0	2015 OV	2015 OV	NEA	A	S	C		0.057	M		23.6	M	0.15	A		0.20		1.17				0.38	2	0		
0	2015 OZ78	2015 OZ78	NEA	A	S	C		0.341	M		19.7	M	0.15	A		0.20		4.423				0.20	2+	0		
0	2015 PK9	2015 PK9	NEA	A	S	C		0.054	M		23.7	M	0.15	A		0.20		3.298				1.03	3	0		
0	2015 PR	2015 PR	NEA	A	S	C		0.271	M		20.2	M	0.15	A		0.20		3.60				0.12	2-	0		
0	2015 PS	2015 PS	NEA	A	S	C		0.206	M		20.8	M	0.15	A		0.20		68.3				0.86	2+	0		
0	2015 QB	2015 QB	NEA	A	S	C		0.043	M		24.2	M	0.15	A		0.20		0.0327				0.11	2	0		
0	2015 QT3	2015 QT3	NEA	A	S	C		0.047	M		24.0	M	0.15	A		0.20		0.2261				0.43	2+	0		
0	2015 QT9	2015 QT9	NEA	A	S	C		0.236	M		20.5	M	0.15	A		0.20		7.74				0.25	2-	0		
0	2015 RJ83	2015 RJ83	NEA	A	S	C		0.215	M		20.7	M	0.15	A		0.20		9.48				0.77	3-	0		
0	2015 RQ36	2015 RQ36	NEA	A	S	C		0.037	M		24.5	M	0.15	A		0.20		0.4812				0.23	2	0		
0	2015 RS1	2015 RS1	NEA	A	S	C		0.225	M		20.6	M	0.15	A		0.20		5.91				0.10	2	0		
0	2015 SO2	2015 SO2	NEA	A	S	C		0.049	M		23.9	M	0.15	A		0.20		0.58				1.65	3-	0		
0	2015 SU	2015 SU	NEA	A	S	C		0.025	M		25.4	M	0.15	A		0.20		0.0127				0.20	2-	0		
